,YearMonth,LangName,CommitCnts
99929,2013-7,MQL4,28
99930,2018-12,Whiley,82
99931,2013-6,Cypher,36
99932,2013-3,Smithy,132
99933,2022-2,mcfunction,64
99934,2011-1,Cypher,44
99935,2009-11,MQL4,30
99936,2022-9,Fantom,90
99937,2022-11,J,14
99938,2009-1,MQL4,50
99939,2021-6,BlitzMax,38
99940,2008-7,Solidity,74
99941,2007-6,Smithy,40
99942,2007-8,Cypher,30
99943,2022-4,Golo,34
99944,2016-11,Whiley,10
99945,2008-6,Futhark,20
99946,2019-9,Macaulay2,31
99947,2019-10,Ceylon,8
99948,2018-6,Ioke,6
99949,2003-3,GSC,6
99950,2022-4,WebIDL,7
99951,2005-2,Nextflow,83
99952,2002-6,Mirah,60
99953,2002-10,Jolie,93
99954,2016-2,Astro,10
99955,2017-7,Astro,11
99956,2000-7,Fancy,30
99957,2000-12,Fancy,45
99958,2004-9,BrighterScript,60
99959,2010-5,BrighterScript,1
99960,2019-1,Q#,23
99961,2010-10,RPGLE,53
99962,2009-7,Wren,44
99963,2008-10,ABAP,13
99964,2021-8,Imba,42
99965,2009-12,Velocity Template Language,5
99966,2010-10,Velocity Template Language,1
99967,2001-2,Liquid,50
99968,2003-7,NWScript,8
99969,2000-12,Liquid,51
99970,2007-10,NWScript,18
99971,2007-8,NWScript,3
99972,2022-4,NWScript,1
99973,2017-5,NWScript,1
99974,2019-6,KiCad Layout,126
99975,2003-3,Ecl,44
99976,2014-5,Objective-C,13117586
99977,2011-6,Python,22419026
99978,2008-7,UnrealScript,32457047
99979,2018-9,MLIR,36662
99980,2018-4,Go,840571
99981,2013-7,Groff,4028173
99982,2016-4,Go,1840901
99983,2016-4,Dockerfile,1377338
99984,2007-10,C,42635905
99985,2012-12,Objective-C,12765096
99986,2013-12,Perl,13546304
99987,2014-8,JavaScript,10109912
99988,2020-10,LLVM,83026
99989,2016-5,Assembly,2039120
99990,2012-10,Perl,19736155
99991,2013-11,TeX,1948040
99992,2012-12,Batchfile,2916386
99993,2022-7,CSS,286091
99994,2017-2,PowerShell,1564956
99995,2012-11,Awk,18955947
99996,2012-5,C++,23374827
99997,2009-12,ASP,24639729
99998,2018-12,C++,1010687
99999,2017-1,Shell,7294891
100000,2007-2,Objective-C,21729683
100001,2017-11,Objective-C,1042540
100002,2016-1,Roff,942555
100003,2017-2,C#,952235
100004,2007-1,Go,355542
100005,2014-12,Assembly,6011874
100006,2014-6,CMake,1678021
100007,2015-9,C++,6380675
100008,2005-9,Perl,17101917
100009,2014-8,Ruby,5672886
100010,2021-3,Shell,1648627
100011,2009-2,Lex,9735786
100012,2011-1,,1736527
100013,2017-12,CSS,1863685
100014,2021-2,TSQL,47638
100015,2022-3,Terra,2844
100016,2020-11,Fluent,4755
100017,2006-4,Python,10346033
100018,2009-4,UnrealScript,24290223
100019,2020-6,Ruby,670739
100020,2018-2,JavaScript,2249309
100021,2013-4,FreeMarker,84877
100022,2020-9,Java,396841
100023,2021-6,Shell,1258216
100024,2016-3,Pawn,43719
100025,2007-11,Go,303897
100026,2018-2,Makefile,2143613
100027,2016-12,Rust,137843
100028,2020-8,C++,712385
100029,2017-11,JavaScript,2805654
100030,2009-5,eC,4132
100031,2020-11,C#,165750
100032,2017-4,C++,2518285
100033,2022-7,Jupyter Notebook,37569
100034,2012-5,Cucumber,405787
100035,2014-2,Dockerfile,685980
100036,2009-11,PHP,1827286
100037,2006-3,C#,213543
100038,2002-4,FORTRAN,150000
100039,2001-12,Awk,254085
100040,2001-12,C++,532405
100041,2004-9,Python,735998
100042,2007-11,DOT,1013380
100043,2007-11,FORTRAN,131413
100044,2004-5,Java,462121
100045,2006-8,Matlab,102119
100046,2017-8,SCSS,281400
100047,2011-9,KiCad,5521
100048,2022-5,Jupyter Notebook,43031
100049,2013-4,NSIS,798110
100050,2014-10,eC,25094
100051,2007-9,M4,825813
100052,2008-6,PHP,1144358
100053,2015-8,Handlebars,615300
100054,2019-7,PowerShell,487904
100055,2013-6,TypeScript,579563
100056,2015-9,Roff,1058852
100057,2015-5,Swift,616485
100058,2021-11,M4,106026
100059,2020-9,Lex,191370
100060,2020-7,Gherkin,56719
100061,2020-3,SCSS,224631
100062,2007-7,Ruby,2253049
100063,2017-1,Tcl,289673
100064,2017-12,C,1691939
100065,2017-12,Jupyter Notebook,193528
100066,2008-6,PLSQL,219452
100067,2008-6,Prolog,1219442
100068,2015-12,Less,81148
100069,2013-1,Handlebars,122756
100070,2014-12,Scala,652290
100071,2018-3,PowerShell,705767
100072,2013-1,Logos,325511
100073,2018-2,XSLT,287041
100074,2018-12,PLSQL,40915
100075,2019-11,M4,184114
100076,2021-9,Awk,91226
100077,2009-3,Limbo,9290
100078,2004-10,Yacc,298694
100079,2000-3,Perl,242135
100080,2006-7,DOT,1074627
100081,2006-7,XSLT,2739700
100082,2012-3,Lua,558510
100083,2003-7,Tcl,158373
100084,2012-5,SCSS,143857
100085,2018-2,Tcl,144773
100086,2022-6,JavaScript,419102
100087,2010-7,Forth,97011
100088,2007-3,Scala,1980129
100089,2012-2,QMake,277810
100090,2011-6,Mathematica,66752
100091,2014-11,Bison,1208814
100092,2011-11,GAP,303348
100093,2002-11,C++,602928
100094,2013-9,Lua,643803
100095,2021-12,SCSS,151758
100096,2013-1,Smarty,425336
100097,2017-12,SQLPL,90814
100098,2014-5,QMake,390277
100099,2010-6,Matlab,197041
100100,2008-2,ActionScript,130442
100101,2002-1,Assembly,279982
100102,2002-1,Matlab,119551
100103,2004-2,Tcl,138699
100104,2011-4,Bison,3111705
100105,2008-4,F#,5437
100106,2012-11,OCaml,161823
100107,2015-12,ASP,238654
100108,2004-3,HTML,611479
100109,2004-3,Rebol,42972
100110,2003-12,PowerShell,17179
100111,2010-5,Protocol Buffer,245426
100112,2012-6,Hack,150533
100113,2014-5,PLpgSQL,526742
100114,2010-2,VimL,7815603
100115,2009-11,Haskell,160110
100116,2021-4,1C Enterprise,17912
100117,2001-1,OCaml,79058
100118,2005-6,Batchfile,628246
100119,2016-12,Elixir,34978
100120,2010-10,Objective-C++,4231916
100121,2009-1,Ada,152708
100122,2000-1,DOT,7753
100123,2006-9,Racket,121022
100124,2010-12,BlitzBasic,5969
100125,2012-7,QML,98013
100126,2005-7,OCaml,82950
100127,2000-7,Pascal,124715
100128,2001-6,Awk,200507
100129,2001-6,Tcl,106546
100130,2012-7,Cython,16742
100131,2019-12,Arc,2404
100132,2004-6,Emacs Lisp,219512
100133,2021-9,Fluent,4323
100134,2006-4,Logos,124033
100135,2010-1,Protocol Buffer,257041
100136,2011-8,Vala,23795
100137,2013-10,LLVM,182591
100138,2008-10,Diff,24701
100139,2022-3,NASL,22136
100140,2019-5,PLSQL,57708
100141,2006-1,PostScript,64286
100142,2005-3,Prolog,146628
100143,2021-12,Handlebars,22139
100144,2017-12,Emacs Lisp,214968
100145,2000-1,Lua,44310
100146,2004-10,Ruby,270102
100147,2018-8,Sieve,413
100148,2012-4,TSQL,67016
100149,2014-3,FORTRAN,166005
100150,2011-6,Eiffel,43255
100151,2016-6,Procfile,37106
100152,2017-5,Kotlin,165836
100153,2022-10,PHP,102580
100154,2012-8,Arduino,219124
100155,2010-1,Haxe,77888
100156,2010-1,Vala,17944
100157,2019-7,NSIS,78222
100158,2003-4,PowerShell,13394
100159,2017-2,Elm,33950
100160,2012-12,Common Lisp,101303
100161,2004-10,Rebol,49263
100162,2005-5,AspectJ,44307
100163,2010-5,GLSL,353317
100164,2020-9,Jsonnet,16820
100165,2007-2,Groovy,130726
100166,2009-12,Dart,17785
100167,2010-10,Rust,69677
100168,2019-4,Sieve,435
100169,2011-5,Protocol Buffer,447604
100170,2017-6,Arduino,32543
100171,2021-5,Twig,22337
100172,2009-6,Limbo,9475
100173,2009-8,Dart,22512
100174,2004-5,M4,133560
100175,2012-2,AspectJ,160093
100176,2017-3,Racket,5074
100177,2012-1,Puppet,127671
100178,2015-6,Logos,227818
100179,2012-4,Factor,1157
100180,2010-3,Dylan,447
100181,2010-3,Eiffel,44106
100182,2011-4,Scheme,279564
100183,2016-3,SAS,36158
100184,2008-12,BlitzMax,257
100185,2020-3,ApacheConf,11090
100186,2018-1,Meson,69987
100187,2015-10,Visual Basic .NET,38342
100188,2018-9,,120437
100189,2013-10,Bison,2234241
100190,2009-10,Eiffel,45074
100191,2011-5,Brainfuck,663694
100192,2008-9,AppleScript,125389
100193,2019-9,MATLAB,64801
100194,2012-12,Gnuplot,86093
100195,2008-8,Haxe,60248
100196,2012-8,D,199063
100197,2009-1,AppleScript,124814
100198,2012-5,Boo,4982
100199,2013-12,Brainfuck,35022
100200,2015-11,Eagle,15686
100201,2018-1,CoffeeScript,140533
100202,2015-4,SAS,94104
100203,2019-5,F#,40288
100204,2015-11,Squirrel,2368
100205,2008-10,Roff,1103197
100206,2010-8,SystemVerilog,28898
100207,2014-12,q,23752
100208,2007-7,Clojure,10080380
100209,2017-8,Awk,662398
100210,2013-10,Standard ML,221661
100211,2011-8,Mako,367791
100212,2015-7,ColdFusion,20262
100213,2013-3,SQLPL,318450
100214,2015-5,HiveQL,52547
100215,2019-3,Vim Script,77391
100216,2010-9,Mako,492915
100217,2013-5,Stata,24437
100218,2018-9,Thrift,48878
100219,2015-4,q,32052
100220,2012-4,Processing,91656
100221,2013-12,Thrift,192800
100222,2003-9,Prolog,87596
100223,2006-5,Stata,5742
100224,2021-1,PLpgSQL,65661
100225,2012-1,NewLisp,24320
100226,2020-4,PLpgSQL,83917
100227,2006-1,Smalltalk,79583
100228,2007-7,Handlebars,9573
100229,2013-5,XQuery,60407
100230,2002-6,E,43713
100231,2006-3,NewLisp,32657
100232,2012-10,Lasso,7608
100233,2001-8,Erlang,32132
100234,2004-2,Common Lisp,72651
100235,2014-1,Lasso,12919
100236,2001-1,Smalltalk,42781
100237,2010-4,Lasso,17037
100238,2006-12,ColdFusion,15554
100239,2006-3,Less,17214
100240,2005-3,E,49641
100241,2007-10,Less,18076
100242,2019-12,XSLT,168294
100243,2009-12,POV-Ray SDL,45841
100244,2002-10,Erlang,42313
100245,2012-12,XS,95521
100246,2007-9,GLSL,70077
100247,2020-5,XSLT,211388
100248,2015-4,POV-Ray SDL,43007
100249,2015-9,ActionScript,180001
100250,2012-6,Liquid,15373
100251,2005-12,Gnuplot,18064
100252,2012-7,Kotlin,122977
100253,2015-2,Smali,1966
100254,2014-11,Max,16690
100255,2004-12,Kotlin,3082
100256,2016-4,Twig,27252
100257,2015-12,Sass,14520
100258,2012-3,Jasmin,3581
100259,2010-8,POV-Ray SDL,62835
100260,2018-7,Assembly,574466
100261,2016-12,Common Lisp,77023
100262,2016-8,Vim script,248979
100263,2019-10,CodeQL,3393
100264,2006-12,sed,16083
100265,2018-8,PEG.js,2300
100266,2022-9,Erlang,16262
100267,2013-12,Vue,35979
100268,2011-4,Smali,487
100269,2021-7,Rust,43459
100270,2020-9,AppleScript,7597
100271,2017-4,Sass,14834
100272,2016-9,Bison,10101
100273,2014-1,XS,80050
100274,2021-8,QMake,42141
100275,2015-6,Augeas,20804
100276,2018-4,GAP,51947
100277,2011-5,RAML,6477
100278,2017-9,Haml,17855
100279,2015-5,Haml,9059
100280,2003-5,SWIG,7398
100281,2011-7,RAML,4667
100282,2015-8,Module Management System,113281
100283,2015-1,Fancy,15799
100284,2013-2,Cuda,71989
100285,2014-12,M,39803
100286,2018-11,Protocol Buffer,51969
100287,2007-9,Cucumber,141071
100288,2010-11,Gosu,2269
100289,2009-3,Mustache,23564
100290,2014-4,Xtend,34728
100291,2008-7,TSQL,14193
100292,2012-11,Haml,6941
100293,2010-10,Mustache,36667
100294,2005-3,Twig,2783
100295,2008-3,SCSS,41125
100296,2017-12,Idris,634
100297,2003-6,Verilog,6902
100298,2007-4,Twig,2404
100299,2017-1,Modelica,1431
100300,2017-8,Modelica,713
100301,2018-12,GAP,32626
100302,2009-12,Twig,6624
100303,2013-11,Pug,4705
100304,2007-6,Mustache,21600
100305,2007-11,CoffeeScript,107949
100306,2006-6,SCSS,41971
100307,2010-6,SWIG,18914
100308,2006-11,Mustache,28886
100309,2017-9,Crystal,9069
100310,2010-8,SWIG,21264
100311,2015-7,SWIG,27662
100312,2015-8,Meson,60711
100313,2003-5,GAP,115212
100314,2016-3,LilyPond,4115
100315,2016-2,Click,2124
100316,2014-1,Jupyter Notebook,118218
100317,2022-10,Mako,5143
100318,2017-5,AspectJ,31403
100319,2022-4,ASP.NET,4545
100320,2021-9,Thrift,18425
100321,2012-12,sed,47753
100322,2021-7,Kotlin,64995
100323,2020-8,ASP.NET,5676
100324,2007-11,Visual Basic,265210
100325,2003-11,AppleScript,46064
100326,2003-12,Visual Basic,115262
100327,2015-4,GAMS,295
100328,2007-7,FLUX,53173
100329,2001-1,M4,92114
100330,2012-8,Fortran,93144
100331,2000-8,AppleScript,11027
100332,2006-9,Cuda,16566
100333,2011-12,Fortran,73854
100334,2006-2,GAMS,175
100335,2007-5,Fortran,71527
100336,2008-11,Fortran,86124
100337,2009-4,FLUX,37320
100338,2005-12,GAMS,15
100339,2021-7,Modula-3,223
100340,2019-6,Nim,4954
100341,2017-6,ColdFusion,3249
100342,2021-12,QMake,35825
100343,2018-6,Click,390
100344,2019-1,Yacc,271486
100345,2019-7,Lex,213427
100346,2015-11,Racket,16357
100347,2011-9,Elm,36006
100348,2014-3,Augeas,24088
100349,2020-11,Perl 6,15133
100350,2015-11,SRecode Template,46645
100351,2012-8,1C Enterprise,753
100352,2014-8,Perl 6,226470
100353,2012-3,Mask,20321
100354,2014-3,SaltStack,13675
100355,2012-8,LiveScript,46314
100356,2013-2,Elm,43818
100357,2008-1,Elm,6055
100358,2016-7,Coq,9342
100359,2007-9,Elm,16142
100360,2002-11,Meson,2181
100361,2011-11,Limbo,7909
100362,2017-4,Vala,32775
100363,2020-10,Cypher,101
100364,2013-2,MoonScript,959
100365,2013-3,SQL,12418
100366,2014-6,Monkey,196
100367,2021-10,Cypher,106
100368,2019-3,Elm,15186
100369,2020-8,Clojure,66252
100370,2016-12,Vala,36992
100371,2016-11,Io,5947
100372,2016-11,Mask,10114
100373,2016-12,Mercury,3846
100374,2002-8,mIRC Script,400
100375,2007-7,IDL,12608
100376,2021-8,Standard ML,5595
100377,2001-4,Inno Setup,10301
100378,2005-5,CoffeeScript,67384
100379,2016-9,Io,5308
100380,2015-6,Mercury,8364
100381,2016-5,ABAP,2763
100382,2020-9,Visual Basic,21514
100383,2014-1,Oz,9867
100384,2018-3,Sage,17141
100385,2020-4,Sage,23360
100386,2018-1,GDScript,16482
100387,2013-7,RenderScript,45661
100388,2020-2,AIDL,17016
100389,2020-1,Sage,13251
100390,2010-11,LilyPond,7349
100391,2015-1,Sage,14838
100392,2018-10,Cap'n Proto,10842
100393,2013-10,Cap'n Proto,30504
100394,2021-5,AIDL,15936
100395,2007-3,Click,2766
100396,2013-7,Click,3585
100397,2007-4,Click,801
100398,2019-2,ASL,5022
100399,2010-5,Mask,24805
100400,2007-8,Nginx,4432
100401,2015-12,ASL,2696
100402,2013-7,PAWN,33464
100403,2018-1,Qt Script,639
100404,2016-2,wdl,921
100405,2018-2,VCL,7863
100406,2018-6,Metal,11974
100407,2018-8,Ragel,8010
100408,2016-5,SWIG,38806
100409,2019-8,Nextflow,808
100410,2018-5,AppleScript,14782
100411,2013-4,Pan,2889
100412,2007-9,Vim script,48295
100413,2009-2,Vim Script,16878
100414,2008-10,Pan,1819
100415,2014-8,Pan,1186
100416,2022-5,wdl,356
100417,2014-3,Io,22739
100418,2011-11,Metal,3488
100419,2017-8,Crystal,6005
100420,2006-6,Inno Setup,39278
100421,2012-12,FLUX,122470
100422,2017-1,Dhall,594
100423,2016-6,VBA,6342
100424,2013-12,Clarion,38911
100425,2019-5,ShaderLab,10666
100426,2017-8,DTrace,109448
100427,2012-9,Clarion,73807
100428,2013-10,Module Management System,141964
100429,2014-5,Cycript,8927
100430,2013-10,Hy,9563
100431,2002-1,DTrace,62975
100432,2011-4,Gettext Catalog,8464
100433,2016-1,MAXScript,22673
100434,2003-4,Nemerle,27136
100435,2010-5,Clarion,69652
100436,2010-5,Verilog,51282
100437,2013-7,CartoCSS,11180
100438,2010-1,Vue,18427
100439,2000-8,Nemerle,18870
100440,2016-5,LookML,773
100441,2006-3,Pure Data,50805
100442,2001-8,DTrace,77735
100443,2008-11,GDScript,20157
100444,2006-8,XS,101721
100445,2006-12,Eiffel,26197
100446,2004-8,Haxe,13611
100447,2016-6,NCL,301
100448,2008-2,XS,163343
100449,2011-12,OpenSCAD,20738
100450,2015-3,E,32346
100451,2020-5,Matlab,5575
100452,2017-2,VBA,6747
100453,2020-6,LookML,315
100454,2021-11,BlitzBasic,3015
100455,2015-9,Nim,6559
100456,2021-6,Filebench WML,59
100457,2020-8,API Blueprint,740
100458,2016-6,RAML,9262
100459,2020-6,AL,582
100460,2020-1,AL,599
100461,2003-12,SAS,66073
100462,2000-8,Forth,62116
100463,2004-3,SAS,68926
100464,2009-6,Arduino,90031
100465,2000-9,VimL,29064
100466,2008-3,Arduino,7431
100467,2008-10,API Blueprint,666
100468,2021-2,Blade,6095
100469,2006-2,API Blueprint,324
100470,2006-11,Arduino,6420
100471,2007-3,Arduino,7552
100472,2022-9,ColdFusion,536
100473,2009-7,VBScript,16211
100474,2020-7,Inno Setup,42584
100475,2020-7,REXX,11693
100476,2018-8,AutoHotkey,6122
100477,2017-11,REXX,3985
100478,2017-10,Raku,49740
100479,2002-9,Rich Text Format,3204
100480,2009-9,Raku,32028
100481,2002-10,Rich Text Format,3477
100482,2004-11,REXX,3279
100483,2004-11,Squirrel,7354
100484,2004-1,Rich Text Format,6178
100485,2006-5,Squirrel,8638
100486,2006-9,Raku,25712
100487,2008-10,Raku,25704
100488,2002-6,Rich Text Format,1766
100489,2004-4,VBScript,4208
100490,2022-6,Julia,5282
100491,2001-10,REXX,463
100492,2010-5,Squirrel,5114
100493,2005-8,Squirrel,3810
100494,2010-8,PureBasic,1131
100495,2014-2,Fantom,1722
100496,2017-11,AutoHotkey,6470
100497,2017-4,Xojo,25
100498,2017-4,SmPL,28496
100499,2016-8,Slash,13384
100500,2017-9,Slash,8993
100501,2020-12,LilyPond,646
100502,2015-5,PigLatin,19493
100503,2017-10,Slash,9589
100504,2018-3,nesC,1044
100505,2005-9,Standard ML,42129
100506,2020-4,NewLisp,5265
100507,2015-7,P4,1535
100508,2014-11,Diff,29538
100509,2000-6,Visual Basic,12388
100510,2018-1,ShaderLab,24643
100511,2018-5,P4,1046
100512,2004-8,Fortran,50193
100513,2022-7,SMT,576
100514,2004-4,Fortran,52908
100515,2004-2,Terra,9261
100516,2022-5,HLSL,7662
100517,2015-11,Propeller Spin,2672
100518,2010-4,Parrot,6417
100519,2008-10,Hack,57532
100520,2006-4,XQuery,8613
100521,2022-8,AGS Script,669
100522,2018-6,Haxe,7543
100523,2006-11,Game Maker Language,8938
100524,2014-12,Starlark,27815
100525,2017-8,PAWN,10136
100526,2013-3,Boo,5236
100527,2011-9,Starlark,5233
100528,2012-4,Starlark,6294
100529,2017-4,Brainfuck,9450
100530,2010-6,AutoIt,4178
100531,2020-12,Game Maker Language,1333
100532,2002-1,M,31938
100533,2001-9,Ragel in Ruby Host,396
100534,2001-9,Racket,9639
100535,2004-6,Ragel in Ruby Host,408
100536,2000-11,Protocol Buffer,4213
100537,2019-7,XS,7023
100538,2019-2,Game Maker Language,902
100539,2016-3,Motoko,269
100540,2016-7,Motoko,613
100541,2022-1,Modelica,578
100542,2018-6,Svelte,938
100543,2016-9,Pure Data,7630
100544,2019-9,SRecode Template,6005
100545,2015-8,Factor,3169
100546,2019-12,Apex,9599
100547,2020-4,Apex,10412
100548,2013-12,Nu,2278
100549,2010-9,Bluespec,30
100550,2019-6,StringTemplate,2121
100551,2010-10,Bluespec,127
100552,2017-10,NCL,130
100553,2018-11,PureScript,4003
100554,2021-1,Mercury,2649
100555,2013-2,Objective-J,7692
100556,2021-11,LSL,272
100557,2020-12,Nginx,5659
100558,2021-8,Elm,4789
100559,2021-11,Limbo,1113
100560,2001-9,Cython,357
100561,2019-6,Limbo,1638
100562,2016-8,Mercury,3974
100563,2002-9,MATLAB,13134
100564,2017-3,LOLCODE,679
100565,2012-7,XC,30052
100566,2003-7,MATLAB,10618
100567,2016-7,Csound,1800
100568,2022-3,PureBasic,1182
100569,2022-11,Crystal,486
100570,2017-8,Eiffel,3975
100571,2010-9,Web Ontology Language,8948
100572,2014-1,AngelScript,21085
100573,2017-10,Lasso,912
100574,2019-1,DTrace,81259
100575,2013-12,GSC,1848
100576,2018-7,GSC,1370
100577,2018-8,Eiffel,3258
100578,2018-8,G-code,3213
100579,2004-1,ANTLR,4637
100580,2011-9,CartoCSS,838
100581,2005-3,Nix,6713
100582,2011-3,OpenSCAD,4917
100583,2017-2,CartoCSS,850
100584,2018-10,MoonScript,1189
100585,2012-3,POV-Ray SDL,50907
100586,2018-11,LiveScript,1430
100587,2021-9,F*,141
100588,2018-7,PEG.js,2302
100589,2017-4,PEG.js,2101
100590,2009-10,ooc,1163
100591,2003-9,Perl 6,25326
100592,2002-5,Perl 6,28846
100593,2021-2,Stan,347
100594,2021-7,Euphoria,1639
100595,2011-6,Turing,19254
100596,2019-9,Processing,5883
100597,2013-1,SMT,6729
100598,2021-5,Scilab,11226
100599,2002-9,AGS Script,3804
100600,2013-4,COBOL,27002
100601,2006-3,AMPL,49298
100602,2021-8,q,10525
100603,2010-11,Cirru,9607
100604,2012-1,ABAP,5109
100605,2016-3,ChucK,911
100606,2016-8,Stan,904
100607,2016-1,Factor,863
100608,2014-5,ChucK,599
100609,2020-5,Visual Basic,25583
100610,2016-1,Genshi,4976
100611,2001-5,Coq,2094
100612,2022-6,Groff,447
100613,2010-10,Genshi,17953
100614,2014-3,Genshi,8072
100615,2022-8,Groff,356
100616,2008-7,nesC,6859
100617,2002-9,nesC,556
100618,2021-1,Matlab,4088
100619,2014-11,APL,1015
100620,2022-2,DTrace,22168
100621,2022-1,SuperCollider,1233
100622,2009-8,Delphi,10111
100623,2007-3,eC,3037
100624,2014-8,Tea,49
100625,2015-6,jq,3917
100626,2021-6,jq,3891
100627,2018-10,jq,5839
100628,2019-8,jq,5215
100629,2022-4,jq,3001
100630,2005-3,Vim Script,11214
100631,2012-10,Visual Basic 6.0,485
100632,2014-2,Visual Basic 6.0,505
100633,2015-10,Bluespec,788
100634,2014-3,Isabelle,3393
100635,2013-2,RobotFramework,8691
100636,2014-11,Isabelle,2954
100637,2005-5,XC,19458
100638,2007-11,XC,19625
100639,2008-9,XC,39016
100640,2005-12,Limbo,2855
100641,2018-3,Turing,541
100642,2016-6,Red,7362
100643,2007-9,AutoHotkey,761
100644,2009-2,Mercury,10920
100645,2008-4,AutoHotkey,368
100646,2021-4,Idris,306
100647,2001-7,Clean,1494
100648,2015-8,Agda,653
100649,2013-2,Ceylon,4192
100650,2013-6,ASP.NET,4094
100651,2006-1,Ragel,4863
100652,2000-10,XML,4424
100653,2006-2,Ragel,2117
100654,2010-2,MAXScript,3905
100655,2006-5,MAXScript,2843
100656,2016-1,BASIC,1579
100657,2009-12,Redcode,16513
100658,2002-4,Redcode,6671
100659,2012-2,WebAssembly,2122
100660,2005-4,SRecode Template,24810
100661,2006-10,Parrot,3243
100662,2006-1,J,45384
100663,2017-8,Web Ontology Language,1071
100664,2000-11,OpenEdge ABL,8138
100665,2004-11,HLSL,1991
100666,2017-12,kvlang,706
100667,2006-8,VBA,4941
100668,2003-6,VBA,1838
100669,2001-7,Pawn,5362
100670,2002-2,ReScript,641
100671,2003-7,Module Management System,65054
100672,2009-8,RPC,6854
100673,2015-12,ReScript,8216
100674,2001-4,Max,2228
100675,2017-1,Squirrel,849
100676,2022-4,Cadence,4183
100677,2014-6,Cadence,292
100678,2009-7,BitBake,8010
100679,2006-5,Zephir,1993
100680,2007-10,BitBake,8796
100681,2010-8,Zephir,1342
100682,2020-1,Ada,18039
100683,2013-6,Alloy,255
100684,2004-12,Arduino,888
100685,2013-1,Modelica,1509
100686,2017-10,Factor,379
100687,2017-5,HolyC,61
100688,2017-4,Slice,1129
100689,2014-8,Charity,39
100690,2021-10,Slice,88
100691,2022-1,PureScript,8156
100692,2016-7,XC,15786
100693,2004-3,Vim script,21529
100694,2002-1,SQLPL,21943
100695,2011-10,ASL,555
100696,2020-3,Closure Templates,1020
100697,2020-4,Closure Templates,1043
100698,2004-2,Csound Score,2870
100699,2019-11,Singularity,647
100700,2022-4,Singularity,194
100701,2007-9,Csound Score,3598
100702,2012-3,Csound Score,934
100703,2002-6,Eagle,403
100704,2016-1,ECL,3419
100705,2019-4,CartoCSS,23
100706,2014-11,Golo,605
100707,2016-3,Pan,458
100708,2003-1,ColdFusion,1165
100709,2018-10,Pure Data,1865
100710,2009-3,Julia,2849
100711,2005-6,Julia,1678
100712,2013-8,Brightscript,652
100713,2007-6,q,149
100714,2003-6,q,2
100715,2017-12,Nemerle,89
100716,2019-3,GAMS,222
100717,2020-1,Clarion,957
100718,2020-7,Clarion,529
100719,2019-11,CLIPS,3752
100720,2009-4,mIRC Script,2562
100721,2001-4,Slim,100
100722,2000-4,Terra,8337
100723,2022-9,Myghty,137
100724,2005-4,Slim,96
100725,2008-12,mIRC Script,1551
100726,2020-11,Myghty,264
100727,2016-5,Grammatical Framework,25
100728,2011-11,TLA,11926
100729,2010-2,TLA,4345
100730,2019-7,PicoLisp,3198
100731,2012-3,Csound Document,1224
100732,2013-8,Self,57
100733,2016-10,Diff,122
100734,2018-10,XC,2189
100735,2012-4,Nu,20601
100736,2011-12,Nu,57072
100737,2011-4,PicoLisp,15282
100738,2001-5,PicoLisp,14188
100739,2018-5,E,3253
100740,2004-12,PicoLisp,13876
100741,2017-6,Fennel,64
100742,2003-11,Boo,4225
100743,2003-7,Jasmin,111
100744,2003-9,Jasmin,104
100745,2019-4,ECL,1022
100746,2012-12,kvlang,581
100747,2017-8,ECL,696
100748,2002-12,Nginx,738
100749,2019-12,Pike,318
100750,2004-8,AngelScript,4979
100751,2013-5,ChucK,677
100752,2013-10,Agda,408
100753,2018-10,Csound,1345
100754,2005-4,SQL,3195
100755,2014-1,Frege,1800
100756,2017-10,KiCad,560
100757,2014-6,Elvish,18
100758,2010-4,Asymptote,68
100759,2019-7,JSONiq,5126
100760,2020-10,JSONiq,2526
100761,2007-4,YASnippet,130
100762,2010-5,Modelica,2632
100763,2021-6,AspectJ,1051
100764,2008-2,YASnippet,48
100765,2018-6,Classic ASP,399
100766,2021-1,SQL,6
100767,2015-11,Redcode,10749
100768,2010-8,Pug,1277
100769,2008-5,Promela,2873
100770,2000-6,ColdFusion,1332
100771,2014-3,Scaml,435
100772,2018-3,CUE,635
100773,2008-11,Faust,278
100774,2013-5,Faust,1750
100775,2016-4,IGOR Pro,284
100776,2006-11,LiveScript,1757
100777,2018-4,Papyrus,127
100778,2004-7,ASP.NET,39
100779,2021-3,Red,2591
100780,2006-12,Gosu,1753
100781,2016-7,Gosu,318
100782,2011-5,Wollok,30
100783,2012-5,SMT,740
100784,2006-9,Myghty,2016
100785,2009-5,Myghty,188
100786,2021-11,ColdFusion,640
100787,2007-9,Nu,17163
100788,2007-5,JSONiq,714
100789,2007-9,Cool,462
100790,2018-12,Smali,256
100791,2018-6,Uno,22
100792,2012-1,KiCad Layout,198
100793,2009-5,OpenSCAD,167
100794,2009-9,KiCad Layout,126
100795,2020-1,OpenQASM,3746
100796,2001-11,Swift,4003
100797,2002-12,AMPL,3240
100798,2016-9,Alloy,320
100799,2005-2,SmPL,4735
100800,2022-2,Markdown,195
100801,2004-10,1C Enterprise,140
100802,2013-5,Monkey,635
100803,2009-1,Common Workflow Language,56
100804,2021-6,ZenScript,42
100805,2019-2,ZenScript,126
